accel_STD,accel_RMS,accel_DomFreq1,accel_DomFreq2,ang_STD,ang_RMS,ang_DomFreq1,ang_DomFreq2,TargetSpeed
0.911712546146569,1.5652927821260576,0.5046131271440824,0.5214335647155517,0.8111965681958967,1.142636356118451,0.5046131271440824,0.5214335647155517,0
0.7883672811726412,1.7697034817231785,1.6885404758502427,1.6716550710917404,0.38570448567026616,0.8030188392549374,2.448383689982852,2.4652690947413545,0
0.8295701538212404,2.2444247592646094,1.591766156705748,1.5750107234772663,0.5391981565007249,1.0747999813918867,1.625277023162711,1.6085215899342296,0
1.2128616165431092,2.975139002354904,1.7440612478534632,1.7272914281625644,0.6471207645126307,1.4804175931135106,1.7272914281625644,1.7105216084716657,0
1.4603518888341636,3.384766091442056,1.7646325380248502,1.747826513853185,0.664236529035685,1.6206379052450341,1.747826513853185,1.7646325380248502,0
1.3541493195449381,3.4180149416114083,1.7636250401441622,1.780421469097916,0.6523233354169486,1.6040861981577959,1.7636250401441622,1.780421469097916,0
1.3733851473220673,3.3474048906689924,1.796192381419401,1.8129792261055635,0.6403068091735576,1.6095339651781941,1.796192381419401,1.8129792261055635,0
1.3875457791138932,3.3024698414886258,1.7956800618582431,1.7788980052053625,0.6548303262611228,1.6225450015816747,1.7621159485524815,1.7453338918996009,0
1.2940841039090967,3.2258186905135244,1.7799133579480593,1.7967049934003994,0.6316976090244882,1.5230946875968978,1.7799133579480593,1.7967049934003994,0
1.5512944321884647,3.7597489942814004,1.760327253218884,1.7770922746781115,0.6503840864560319,1.6487640573067652,1.7435622317596566,1.760327253218884,0
1.7032025899118433,3.829597237308383,1.8284336530203265,1.8452082736902378,0.6762493941616147,1.8526817274786658,1.8284336530203265,1.8116590323504151,0
1.851033798126976,4.113390137494438,1.8507772286960251,1.8676024762296253,0.7203434061670438,1.970287170762097,1.8507772286960251,1.8676024762296253,0
1.6927514992374657,4.0854948190723075,1.8928226843910805,1.9095733276157802,0.7388536606890357,1.8627148645637277,1.8928226843910805,1.9095733276157802,0
1.7541894991486784,4.220377556805991,1.8817372215876642,1.8985384467804112,0.6882557781156499,1.9583159205841325,1.8649359963949173,1.8481347712021703,0
1.837553757280099,4.166987420987333,1.8420441554729925,1.8587900114318379,0.6775929557375971,1.9076460188759687,1.8252982995141471,1.8085524435553015,0
1.7199564095094468,4.333506038225092,1.8394156678082192,1.8561376284246576,0.7988980939147212,1.9558820473978826,1.8226937071917808,1.8394156678082192,0
1.6906606459876996,4.066011405542292,1.8441523605150214,1.8609173819742488,0.6756407944749774,1.9529862817405212,1.8944474248927037,1.8776824034334763,0
1.9072301269588052,4.6980451041715074,1.8134966288527397,1.7967049934003994,0.7591307644321621,2.0290048252561803,1.8302882643050797,1.8134966288527397,0
2.1428017968276416,4.840030083934306,1.9878624436372747,1.9711577172201549,0.8447919794720977,2.361303093898627,1.9544529908030348,1.937748264385915,0
2.2603858231572653,5.226173034193695,1.9777066647597252,1.9944668907322654,0.9328279262565031,2.4614841390239888,1.9609464387871853,1.9777066647597252,0
2.061016051370658,5.0545026543996725,2.008928571428571,1.9921875,0.9303446832888427,2.383171206606861,1.9921875,2.008928571428571,0
1.977392357327138,4.861943586230166,1.9640608282810272,1.9808476729671898,0.9898128385216721,2.395165427979014,1.9808476729671898,1.9640608282810272,0
2.01537322312721,4.903637765305807,2.011802575107296,1.9950375536480685,0.973154031611734,2.343224452188337,1.978272532188841,1.9615075107296136,0
2.009887239163096,4.970622952017214,1.9814129833761414,1.9646213479238013,0.8443969851480875,2.214902656085276,1.9814129833761414,1.9646213479238013,0
1.878018120065566,4.924102879374746,1.9257734352672193,1.9425192912260647,0.8517285511720722,2.2104468816659377,1.95926514718491,1.9760110031437554,0
2.055380150748522,5.2572940044249625,1.9976345176533523,2.014421362339515,0.8690170533038462,2.4424141176286427,1.8969134495363766,1.9137002942225394,0
2.0767551638085586,5.163596049911987,1.9771411209608236,1.9938965541893052,0.8977936070155255,2.388178786579151,0.9047933943380041,0.9215488275664856,0
2.250980666956953,5.336717097391744,2.0329482483223873,2.01614702312964,0.8393737814373002,2.459914565193229,2.049749473515134,2.066550698707881,0
2.0390851046631213,5.453471371521079,2.0609182871032314,2.04416285387475,0.8768193254793052,2.4467196576913612,2.0609182871032314,2.04416285387475,0
2.192046435426634,5.504099722025392,2.075299914310197,2.092036203941731,0.9506287657057263,2.6100400699350703,2.0083547557840618,1.9916184661525278,0
2.060583101137795,5.572068923060207,2.0412442889777274,2.024512778412336,1.0132167221377952,2.5493792545114453,2.0412442889777274,2.0579757995431187,0
2.0539498541512375,5.369664910401765,2.0615077946224254,2.0447475686498855,1.0236263664800473,2.608273215494624,2.0615077946224254,2.0782680205949657,0
1.992589284131906,5.300750693691099,2.040661575792178,2.0573883100199826,0.9047143291589146,2.3316881402394563,2.023934841564373,2.0072081073365684,0
2.3039711355655426,5.835692117446444,2.0479950517118404,2.064781896398003,0.9652149922936702,2.666221392630931,2.0479950517118404,2.031208207025678,0
3.88384289834867,8.748431916397967,1.9814129833761414,1.9646213479238013,1.0878235679584056,2.6259340958064183,2.199704244256564,2.1829126088042234,0
5.37640487807214,13.522790038178757,4.945681330472103,4.96244635193133,1.0122772669368727,2.595766585551688,2.4979881974248923,2.51475321888412,0
7.073865123714951,16.167349492930374,4.971742970311162,4.954946541357408,1.1953234316303765,2.9177798784499043,2.452278627248073,2.469075056201827,0
7.322360200132328,16.953617981292417,5.006765107438606,4.98996388224586,1.2110729008308618,2.87264772975266,2.4529788781410624,2.469780103333809,0
7.439344308725157,17.56178131388347,5.001293534113616,4.984566799885812,1.1461419770823518,2.777377059985434,2.5090101341707105,2.525736868398515,0
7.412439530493779,17.501145819631354,5.012741416309012,5.02950643776824,1.0954352620432941,2.84367668403659,2.51475321888412,2.5315182403433476,0
7.284740300534352,17.37226506053063,5.001293534113616,4.984566799885812,1.3157950588790102,2.9970629372770934,2.5090101341707105,2.492283399942906,0
7.033625559825723,17.05913277993109,4.968906027104137,4.9856928717903,1.1556086291980865,2.8115634079067995,2.534813547610556,2.5180267029243937,0
6.566624934877763,16.78918747833178,4.96748876925271,4.984270825905591,1.298155841192527,2.9368789005249347,2.5005264412792356,2.483744384626355,0
6.095093592491509,15.71371989430468,4.9945473398169336,4.977787113844394,1.2945941134902246,3.0269570115877102,2.4972736699084668,2.480513443935927,0
7.849129630786373,19.187268782537377,5.06014083500143,5.076896268229912,1.4647654801799528,3.304000353107326,2.496559551043752,2.4798041178152705,0
8.207431533952352,18.997754213201837,5.054282271154395,5.037490635702055,1.4521528386200935,3.3920337477770013,2.5187453178510273,2.5355369533033674,0
8.022455990710645,19.32090428784326,4.988839285714286,5.005580357142857,1.4477757053325702,3.3056865146794143,2.4609375,2.477678571428571,0
7.58488860861898,18.45709071061851,4.995976394849785,5.012741416309012,1.3628501621319116,3.3130800749956726,2.481223175965665,2.4644581545064375,0
7.957040442859738,18.665285638500286,5.001052882558471,5.017834939211353,1.2320064463867204,3.080395243271841,2.5005264412792356,2.5173084979321168,0
7.709645279183527,18.300709070962252,5.023756787653616,5.00701093169477,1.2163292684422091,2.9606738394043566,2.478386681909117,2.4951325378679625,0
7.616495429030321,18.53483703239463,5.017834939211353,5.001052882558471,1.2739529881203648,2.992715776321287,2.5340905545849974,2.550872611237878,0
5.959862210219625,15.933474511229495,5.092195540308747,5.1089461835334475,1.3094311655750865,3.139925888191206,2.5963496998284734,2.613100343053173,0
6.592922791028337,16.48469664062197,5.044828017734553,5.028067791762013,1.2046239644746914,3.0015580676264344,2.4972736699084668,2.5140338958810067,0
7.631616621799052,18.600545980921684,5.110491071428572,5.093680245535714,1.274915576217907,3.2388810116256015,2.572056361607143,2.5888671875,0
7.642897880825841,19.308444040108462,5.124231923406688,5.107486067447843,1.2041501209837588,3.216807293989907,2.5286242497856533,2.511878393826808,0
7.805148471380748,19.373742314018735,5.026629968544467,5.043385401772949,1.2787344232237674,3.223806174384558,2.5133149842722333,2.496559551043752,0
8.05105585219275,21.1064286287515,5.104657177511415,5.087865542059075,1.7233969604708221,3.838750499080511,2.569120224208048,2.5523285887557075,0
8.026742547868686,20.373430389439413,5.082710062983109,5.065935442313198,1.4482984440825137,3.6318207669615705,2.5497423418265104,2.532967721156599,0
8.261731637338086,20.7138266709147,5.051399052517114,5.0346169958642335,1.458984692199843,3.5736517348493404,2.5340905545849974,2.5173084979321168,0
7.92012701435985,19.99874624195227,5.043385401772949,5.026629968544467,1.3627284130851791,3.4374497572085807,2.530070417500715,2.5468258507291965,0
